"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf";"mediaLimSup";"stdOrig";"stdRed";"stdLimInf";"stdLimSup";"chi2_lower";"chi2_upper";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_Test";"T_p_valor";"Welch_Test";"Welch_p_valor";"F_Test";"F_p_valor";"Wilcoxon_Test";"Wilcoxon_p_valor"
"98";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;216;39,492;39,953;1,96;3,662;35,83;43,154;41,775;41,184;39,337;44,539;562,789;438,998;1,49;1,327;0,751;0,078;4,87;0,154;0,995;-0,033;0,974;0;0;0,933;0,763;2558;0,901
"99";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;217;115,868;118,167;1,96;9,522;106,346;125,39;108,63;125,098;102,288;115,816;562,789;438,998;1,555;1,841;1,098;1,914;17,862;0,154;0,996;-0,055;0,957;0;0;0,748;0,43;2465;0,94
"100";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;220;28,868;29,293;1,96;2,574;26,294;31,442;29,365;27,884;27,651;31,307;562,789;438,998;1,343;1,04;0,529;-0,534;3,707;0,18;0,974;-0,045;0,965;0;0;0,967;0,823;2621,5;0,793
"101";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;222;133,588;153,148;1,96;12,078;121,51;145,666;137,797;114,364;129,753;146,912;562,789;438,998;1,408;0,598;1,436;-0,79;38,416;0,232;0,834;-0,507;0,624;0;0;1,112;0,948;2385;0,804
"102";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;227;1897,866;1923,368;1,96;46,76;1851,106;1944,626;533,472;569,325;502,33;568,762;562,789;438,998;0,343;0,228;-0,969;-1,438;96,857;0,156;0,995;-0,133;0,897;0;0;0,936;0,77;2500,5;1
"103";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;228;186,152;188,388;1,96;5,243;180,909;191,395;59,816;63,193;56,325;63,773;562,789;438,998;0,222;0,144;-1,132;-1,471;9,818;0,152;0,996;-0,105;0,918;0;0;0,954;0,8;2490;0,984
"104";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;229;3045,16;3178,933;1,96;55,394;2989,766;3100,554;631,976;579,14;595,084;673,782;562,789;438,998;0,525;0,064;-0,347;-0,595;168,851;0,256;0,734;-0,686;0,51;0;0;0,878;0,666;2683;0,692
"105";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;230;29,89;29,569;1,96;0,725;29,165;30,615;8,271;7,057;7,788;8,818;562,789;438,998;0,217;0,12;-1,356;-1,401;1,522;0,13;1;0,135;0,896;0;0;1,307;0,702;2522,5;0,962
"106";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;237;348,192;336,691;1,96;8,265;339,927;356,457;94,296;81,826;88,791;100,534;562,789;438,998;0,341;0,068;-0,901;-1,549;19,12;0,152;0,996;0,417;0,686;0;0;1,224;0,799;2960;0,319
"107";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;238;80,554;78,812;1,96;1,743;78,811;82,297;19,884;17,102;18,723;21,2;562,789;438,998;1,175;0,72;0,226;-0,848;4,473;0,152;0,996;0,302;0,769;0;0;2,115;0,214;3056;0,228
"108";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;239;152,236;148,783;1,96;2,657;149,579;154,893;30,311;26,756;28,542;32,316;562,789;438,998;1,003;0,473;0,038;-0,937;7,245;0,146;0,998;0,383;0,71;0;0;1,906;0,286;3092,5;0,199
"109";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;240;113,502;116,105;1,96;3,269;110,233;116,771;37,301;30,26;35,123;39,768;562,789;438,998;0,761;0,044;-0,605;-1,78;10,471;0,208;0,915;-0,255;0,804;0;0;1,652;0,414;2837,5;0,465
"110";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;241;24,73;23,445;1,96;0,563;24,167;25,293;6,423;5,637;6,048;6,848;562,789;438,998;0,167;0,729;-0,654;0,637;1,63;0,242;0,794;0,676;0,515;0;0;0,726;0,391;2396;0,822
"111";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;242;44,608;45,874;1,96;1,419;43,189;46,027;16,185;13,62;15,24;17,255;562,789;438,998;0,704;0,037;-0,747;-1,691;4,363;0,178;0,977;-0,275;0,789;0;0;1,526;0,501;2836;0,467
"112";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;243;41,446;43,807;1,96;2,637;38,809;44,083;30,084;25,384;28,328;32,074;562,789;438,998;1,002;0,555;-0,163;-1,03;7,417;0,186;0,965;-0,276;0,789;0;0;1,991;0,254;2486,5;0,978
"113";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;244;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;2500;NA
"114";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;245;646,626;690,763;1,96;10,496;636,13;657,122;119,744;144,934;112,754;127,665;562,789;438,998;1,133;0,936;0,672;-0,563;44,861;0,254;0,742;-0,908;0,387;0;0;0,706;0,355;2372,5;0,783
"115";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;246;1033,442;1039,801;1,96;12,44;1021,002;1045,882;141,925;153,912;133,64;151,314;562,789;438,998;1,398;1,554;0,565;0,822;18,66;0,168;0,987;-0,123;0,905;0;0;0,803;0,529;2537,5;0,936
"116";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;247;271,898;267,388;1,96;5,456;266,442;277,354;62,245;56,47;58,612;66,363;562,789;438,998;0,065;-0,012;-1,073;-1,325;10,62;0,192;0,953;0,237;0,818;0;0;0,984;0,851;2271,5;0,621
"117";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;248;11,88;11,496;1,96;0,23;11,65;12,11;2,629;2,653;2,475;2,802;562,789;438,998;-0,499;-0,52;-0,854;-0,828;0,532;0,134;1;0,43;0,677;0;0;0,76;0,451;2407,5;0,84
"118";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;249;7,512;8,611;1,96;0,316;7,196;7,828;3,61;3,053;3,399;3,848;562,789;438,998;0,68;0,197;-0,236;-0,432;1,243;0,354;0,33;-1,067;0,312;0;0;0,887;0,682;2452;0,917
"119";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;251;81,062;91,075;1,96;3,595;77,467;84,657;41,015;46,948;38,621;43,728;562,789;438,998;0,271;-0,01;-1,44;-1,848;11,15;0,298;0,547;-0,636;0,541;0;0;0,951;0,795;2528;0,952
"120";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;252;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;2500;NA
"121";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;253;108,444;117,449;1,96;3,393;105,051;111,837;38,711;35,694;36,451;41,272;562,789;438,998;0,365;0,272;-1,134;-0,991;10,125;0,206;0,92;-0,749;0,472;0;0;0,973;0,833;2581,5;0,861
"122";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;254;25,17;26,326;1,96;1,004;24,166;26,174;11,451;12,899;10,782;12,208;562,789;438,998;0,273;0,112;-0,84;-1,116;2,383;0,14;0,999;-0,267;0,795;0;0;0,778;0,483;2747;0,593
"123";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;255;106,988;123,328;1,96;6,846;100,142;113,834;78,101;80,822;73,542;83,268;562,789;438,998;0,6;0,187;-1,146;-1,573;19,08;0,206;0,92;-0,601;0,562;0;0;1,227;0,795;2557;0,903
"124";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;257;832,994;894,826;1,96;25,213;807,781;858,207;287,653;275,037;270,861;306,681;562,789;438,998;0,659;0,604;-0,826;-0,78;75,603;0,2;0,936;-0,668;0,52;0;0;0,946;0,787;2644,5;0,755
"125";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;259;75,692;78,076;1,96;0,522;75,17;76,214;5,955;5,961;5,607;6,349;562,789;438,998;-0,299;-0,036;-0,653;-0,789;2,476;0,226;0,856;-1,189;0,264;0;0;0,686;0,321;2584,5;0,855
"126";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;261;22,728;22,048;1,96;0,438;22,29;23,166;5,002;4,252;4,71;5,333;562,789;438,998;-0,593;-0,287;-0,799;-0,432;1,197;0,216;0,89;0,474;0,646;0;0;0,948;0,79;2376;0,788
"127";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;262;121,336;132,454;1,96;4,564;116,772;125,9;52,07;54,245;49,03;55,514;562,789;438,998;0,375;-0,032;-1,436;-1,781;13,686;0,23;0,843;-0,61;0,557;0;0;1,054;0,964;2675;0,705
"128";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;263;0,064;0;1,96;0,023;0,041;0,087;0,261;0;0,245;0,278;562,789;438,998;2,865;NA;9,435;NA;0,072;0,058;1;5,486;0;0;0;Inf;0;2660;0,436
"129";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;266;2527,726;2485,934;1,96;44,945;2482,781;2572,671;512,764;471,084;482,83;546,684;562,789;438,998;0,489;0,28;-1,309;-1,622;93,237;0,18;0,974;0,263;0,798;0;0;0,99;0,862;2645,5;0,753
"130";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;269;1073,644;1039,514;1,96;30,521;1043,123;1104,165;348,202;321,864;327,875;371,236;562,789;438,998;-0,86;-0,976;-0,537;-0,477;44,122;0,222;0,87;0,315;0,76;0;0;1,241;0,778;3028;0,253
"131";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;270;712,83;707,121;1,96;21,716;691,114;734,546;247,755;283,693;233,292;264,145;562,789;438,998;0,064;0,262;-1,207;-1,325;51,475;0,156;0,995;0,06;0,953;0;0;0,981;0,846;2225,5;0,553
"132";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;271;2203,07;2219,81;1,96;30,697;2172,373;2233,767;350,218;341,301;329,773;373,385;562,789;438,998;0,585;0,556;-0,819;-0,939;57,867;0,152;0,996;-0,146;0,887;0;0;1,099;0,968;2281,5;0,637
"133";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;273;902,032;971,389;1,96;28,511;873,521;930,543;325,273;300,006;306,285;346,79;562,789;438,998;0,234;0,209;-1,218;-1,008;79,034;0,194;0,949;-0,686;0,509;0;0;0,939;0,774;2604,5;0,822
"134";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;275;12386,224;12684,034;1,96;222,324;12163,9;12608,548;2536,431;2590,747;2388,363;2704,22;562,789;438,998;-0,191;-0,44;-0,703;-0,719;373,131;0,234;0,824;-0,342;0,74;0;0;0,942;0,779;2486;0,977
"135";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;277;496,104;512,117;1,96;23,299;472,805;519,403;265,809;253,299;250,292;283,393;562,789;438,998;-0,112;-0,427;-1,339;-1,211;46,876;0,132;1;-0,188;0,855;0;0;0,931;0,761;2831;0,474
"136";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;278;141,446;133,749;1,96;3,734;137,712;145,18;42,605;31,432;40,118;45,423;562,789;438,998;0,587;0,147;-0,603;-1,404;10,954;0,19;0,958;0,723;0,487;0;0;1,251;0,766;2445;0,906
"137";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;279;1094,082;1104,943;1,96;12,562;1081,52;1106,644;143,316;140,999;134,95;152,797;562,789;438,998;0,213;0,405;-0,672;-0,986;32,727;0,156;0,995;-0,229;0,824;0;0;1,088;0,984;2046,5;0,326
"138";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;280;5,27;4,892;1,96;0,138;5,132;5,408;1,575;1,782;1,483;1,679;562,789;438,998;-0,456;-0,634;-0,336;-0,9;0,378;0,156;0,995;0,632;0,543;0;0;1,012;0,898;2036,5;0,302
"139";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;281;105,542;109,963;1,96;0,58;104,962;106,122;6,619;8,509;6,232;7,057;562,789;438,998;0,202;-0,206;-0,781;-1,429;4,43;0,31;0,494;-1,55;0,155;0;0;0,581;0,162;2377;0,79
"140";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;283;68,584;58,813;1,96;3,798;64,786;72,382;43,331;39,067;40,802;46,198;562,789;438,998;0,856;1,021;-0,505;-0,69;12,088;0,264;0,697;0,742;0,476;0;0;1,308;0,702;2888;0,401
"141";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;284;13,584;11,481;1,96;0,532;13,052;14,116;6,064;5,215;5,71;6,465;562,789;438,998;0,494;-0,719;0,911;-0,901;2,475;0,16;0,993;1,195;0,261;0;0;1,228;0,794;2886,5;0,402
"142";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;285;40346,562;40369,666;1,96;371,22;39975,342;40717,782;4235,139;4263,656;3987,907;4515,301;562,789;438,998;0,775;0,521;-0,473;-0,932;731,384;0,158;0,994;-0,016;0,987;0;0;0,905;0,714;2729;0,62
"143";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;286;48,466;49,218;1,96;2,17;46,296;50,636;24,754;24,998;23,309;26,392;562,789;438,998;1,128;0,948;0,387;-0,504;3,758;0,138;0,999;-0,089;0,931;0;0;0,777;0,483;2689,5;0,682
"144";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;287;962,564;896,35;1,96;20,997;941,567;983,561;239,545;199,5;225,561;255,391;562,789;438,998;1,135;2,039;0,449;3,709;75,58;0,272;0,662;0,983;0,35;0;0;0,783;0,494;2498,5;0,998
"145";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;288;18180,57;18719,82;1,96;334;17846,57;18514,57;3810,51;3818,943;3588,065;4062,581;562,789;438,998;0,861;0,644;-0,446;-0,877;631,809;0,256;0,734;-0,42;0,684;0;0;0,885;0,679;2548,5;0,917
"146";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;290;1269,496;1234,888;1,96;33,017;1236,479;1302,513;376,685;394,562;354,695;401,603;562,789;438,998;0,181;0,314;-1,423;-1,51;58,395;0,172;0,984;0,261;0,8;0;0;0,941;0,779;2359;0,761
"147";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;291;1020,43;1015,463;1,96;23,005;997,425;1043,435;262,457;260,962;247,135;279,819;562,789;438,998;0,173;0,191;-1,572;-1,659;30,68;0,146;0,998;0,057;0,956;0;0;0,972;0,832;2461;0,934
"148";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;294;260,006;257,821;1,96;4,032;255,974;264,038;45,998;46,684;43,313;49,041;562,789;438,998;-0,317;0,024;-1,008;-1,195;7,82;0,244;0,785;0,139;0,892;0;0;0,827;0,573;2326;0,707
"149";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;295;112,766;114,522;1,96;0,891;111,875;113,657;10,167;9,325;9,574;10,84;562,789;438,998;0,507;0,338;-0,669;-0,799;2,512;0,204;0,925;-0,559;0,589;0;0;0,937;0,772;2524,5;0,958
"150";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;296;58,188;56,796;1,96;0,968;57,22;59,156;11,04;8,502;10,395;11,77;562,789;438,998;1,575;0,988;2,411;0,347;2,378;0,11;1;0,484;0,639;0;0;1,196;0,834;2854;0,443
"151";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;297;16,832;16,393;1,96;0,29;16,542;17,122;3,303;3,622;3,11;3,522;562,789;438,998;-0,154;-0,164;-1,009;-0,835;0,745;0,18;0,974;0,361;0,726;0;0;0,848;0,612;2015,5;0,291
"152";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;301;33,134;32,384;1,96;0,773;32,361;33,907;8,823;8,255;8,308;9,407;562,789;438,998;0,434;0,412;-0,498;-0,949;1,647;0,166;0,989;0,27;0,793;0;0;0,879;0,668;2388;0,809
"153";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;320;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;2500;NA
"154";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;121;91,426;98,224;1,96;2,014;89,412;93,44;22,98;14,588;21,639;24,5;562,789;438,998;1,593;-0,64;3,846;-1,014;12,238;0,316;0,469;-1,368;0,202;0;0;1,817;0,325;2438;0,894
"155";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;122;13,496;14,264;1,96;0,316;13,18;13,812;3,6;2,168;3,39;3,838;562,789;438,998;1,36;-0,174;2,252;-1,093;1,664;0,276;0,644;-1,037;0,324;0;0;2,247;0,179;2464,5;0,939
"156";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;123;145,294;138,22;1,96;7,346;137,948;152,64;83,809;70,973;78,916;89,353;562,789;438,998;0,555;0,352;-0,819;-0,892;15,522;0,154;0,996;0,295;0,774;0;0;1,301;0,709;2828;0,478
"157";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;120;31,196;30,733;1,96;1,329;29,867;32,525;15,159;12,38;14,274;16,162;562,789;438,998;0,745;0,072;-0,621;-1,769;3,981;0,186;0,965;0,111;0,914;0;0;1,741;0,363;2816;0,494
"158";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;125;72,574;76,178;1,96;2,49;70,084;75,064;28,403;19,105;26,745;30,282;562,789;438,998;0,594;-0,206;0,053;-1,063;9,986;0,194;0,949;-0,555;0,591;0;0;1,543;0,488;2639;0,764
"159";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;197;28,692;29,998;1,96;1,229;27,463;29,921;14,025;15,442;13,207;14,953;562,789;438,998;0,706;0,62;-0,446;-0,93;2,198;0,134;1;-0,252;0,807;0;0;0,915;0,732;2602;0,825
"160";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;198;35,53;37,976;1,96;0,555;34,975;36,085;6,327;9,937;5,957;6,745;562,789;438,998;0,746;0,442;-0,057;-1,591;3,682;0,322;0,445;-0,736;0,48;0;0;0,519;0,092;2845;0,455
"161";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;130;93,498;94,761;1,96;2,704;90,794;96,202;30,845;24,983;29,044;32,886;562,789;438,998;0,024;-0,25;-0,794;-1,076;6,707;0,138;0,999;-0,15;0,884;0;0;1,623;0,433;2864,5;0,43
"162";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;201;13,64;14,325;1,96;0,32;13,32;13,96;3,647;3,528;3,434;3,888;562,789;438,998;-0,034;-0,34;-0,706;-0,778;0,929;0,216;0,892;-0,577;0,578;0;0;1,327;0,681;2533;0,944
"163";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;129;234,808;237,496;1,96;6,608;228,2;241,416;75,39;58,724;70,989;80,377;562,789;438,998;-0,006;-0,279;-0,842;-1,158;17,443;0,168;0,987;-0,135;0,895;0;0;1,655;0,413;2861,5;0,434
"164";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;202;6,378;6,708;1,96;0,149;6,229;6,527;1,697;1,718;1,598;1,809;562,789;438,998;-0,148;-0,267;-0,699;-0,951;0,354;0,192;0,954;-0,571;0,582;0;0;1,202;0,826;2636;0,764
"165";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;203;6,33;6,454;1,96;0,15;6,18;6,48;1,708;1,73;1,608;1,821;562,789;438,998;-0,145;0,163;-0,659;-1,034;0,255;0,1;1;-0,214;0,836;0;0;1,315;0,693;2850;0,44
"166";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;37;449,882;435,832;1,96;9,337;440,545;459,219;106,522;99,1;100,304;113,568;562,789;438,998;0,138;0,008;-1,043;-1,514;20,695;0,138;0,999;0,421;0,683;0;0;1,092;0,978;2884,5;0,405
"167";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;38;530,41;514,632;1,96;10,569;519,841;540,979;120,579;110,02;113,54;128,556;562,789;438,998;0,22;-0,081;-0,926;-1,632;24,242;0,168;0,987;0,426;0,68;0;0;1,206;0,821;2951,5;0,328
"168";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;39;682,668;663,68;1,96;12,699;669,969;695,367;144,875;129,622;136,417;154,458;562,789;438,998;0,345;-0,107;-0,77;-1,611;32,637;0,208;0,915;0,435;0,674;0;0;1,36;0,647;3017,5;0,263
"169";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;40;796,15;779,565;1,96;14,493;781,657;810,643;165,342;140,667;155,69;176,28;562,789;438,998;0,627;-0,033;-0,215;-1,431;34,133;0,15;0,997;0,349;0,734;0;0;1,62;0,435;2995;0,284
"170";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;42;840,81;825,605;1,96;15,412;825,398;856,222;175,827;147,572;165,563;187,458;562,789;438,998;0,727;0,013;-0,048;-1,343;36,968;0,146;0,998;0,305;0,767;0;0;1,708;0,381;2985,5;0,293
"171";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;43;882,218;869,376;1,96;17,519;864,699;899,737;199,873;168,965;188,205;213,095;562,789;438,998;0,814;0,107;0,006;-1,216;43,272;0,156;0,995;0,225;0,827;0;0;1,787;0,339;2986,5;0,292
"172";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;45;8224,342;8371,621;1,96;179,156;8045,186;8403,498;2043,936;2086,02;1924,618;2179,146;562,789;438,998;-0,473;-0,515;-0,687;-0,759;222,318;0,144;0,998;-0,21;0,838;0;0;1,011;0,896;2631;0,777
"173";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;46;9413,738;9567,031;1,96;180,765;9232,973;9594,503;2062,292;2093,612;1941,902;2198,716;562,789;438,998;-0,548;-0,589;-0,577;-0,624;225,517;0,148;0,997;-0,218;0,832;0;0;1,011;0,896;2690;0,681
"174";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;66;13651,34;13865,555;1,96;183,043;13468,297;13834,383;2088,282;2021,725;1966,375;2226,425;562,789;438,998;-0,523;-0,749;-1,063;-0,878;320,483;0,202;0,931;-0,315;0,76;0;0;0,999;0,877;2667,5;0,717
"175";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;75;663,902;632,73;1,96;39,15;624,752;703,052;446,649;428,911;420,576;476,196;562,789;438,998;1,168;1,233;-0,076;0;47,184;0,134;0,999;0,216;0,834;0;0;1,101;0,965;2285;0,642
"176";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;292;12755,7;12892,935;1,96;102,255;12653,445;12857,955;1166,602;1081,706;1098,5;1243,775;562,789;438,998;-0,832;-0,869;-0,646;-0,77;157,932;0,166;0,989;-0,377;0,715;0;0;1,052;0,962;2608;0,815
"177";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;302;5424,864;5826,969;1,96;258,955;5165,909;5683,819;2954,343;2995,291;2781,878;3149,777;562,789;438,998;1,335;1,055;0,123;-0,612;481,413;0,228;0,849;-0,399;0,699;0;0;0,874;0,659;2568;0,882
"178";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;318;74,098;72,381;1,96;1,784;72,314;75,882;20,355;18,734;19,166;21,701;562,789;438,998;0,436;0,422;-0,503;-0,977;3,988;0,168;0,987;0,272;0,792;0;0;0,901;0,708;2374,5;0,786
"179";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;131;-146,7;-145,119;1,96;9,054;-155,754;-137,646;103,29;83,587;97,26;110,123;562,789;438,998;-0,754;-0,514;-0,787;-1,29;23,139;0,178;0,976;-0,056;0,957;0;0;1,406;0,602;2239,5;0,573
"180";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;306;-116,75;-114,168;1,96;8,575;-125,325;-108,175;97,835;79,634;92,124;104,307;562,789;438,998;-0,825;-0,62;-0,675;-1,193;21,685;0,228;0,847;-0,096;0,926;0;0;1,385;0,622;2250;0,589
"181";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;132;19,81;20,515;1,96;0,455;19,355;20,265;5,187;4,877;4,884;5,53;562,789;438,998;-0,062;-0,326;-0,663;-0,799;1,137;0,23;0,841;-0,429;0,677;0;0;1,393;0,614;2582;0,859
"182";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;21;281,412;281,441;1,96;9,689;271,723;291,101;110,539;89,663;104,086;117,852;562,789;438,998;0,633;0,384;-0,885;-1,341;25,415;0,14;0,999;-0,001;0,999;0;0;1,422;0,587;2760;0,574
"183";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;126;557,204;567,652;1,96;13,631;543,573;570,835;155,511;122,848;146,433;165,799;562,789;438,998;0,041;-0,26;-1,061;-1,378;38,025;0,18;0,974;-0,252;0,807;0;0;1,501;0,521;2764,5;0,567
"184";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;299;885,4;894,452;1,96;27,633;857,767;913,033;315,252;234,14;296,848;336,106;562,789;438,998;0,335;-0,193;-0,987;-1,471;90,012;0,184;0,968;-0,114;0,911;0;0;1,723;0,373;2812;0,5
"185";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;19;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;2500;NA
"186";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;304;0,094;0;1,96;0,041;0,053;0,135;0,47;0;0,443;0,501;562,789;438,998;5,488;NA;30,929;NA;0,094;0,036;1;4,465;0;0;0;Inf;0;2615;0,49
"187";"VazaoIncrementalMultidimensional/";"Arvore1";4;10;303;29,952;30,998;1,96;0,686;29,266;30,638;7,825;6,744;7,368;8,342;562,789;438,998;-0,355;-0,657;-1,015;-0,968;1,778;0,174;0,981;-0,46;0,656;0;0;1,364;0,643;2697,5;0,669
"188";"VazaoIncrementalMultidimensional/";"Arvore1";3;5;1;141,792;141,08;1,96;4,178;137,614;145,97;47,66;42,22;44,878;50,813;562,789;438,998;-0,083;-0,773;-0,654;-0,804;11,66;0,24;0,948;0,034;0,975;0;0;1,078;0,895;1279,5;0,929
"189";"VazaoIncrementalMultidimensional/";"Arvore1";3;5;2;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;1250;NA
"190";"VazaoIncrementalMultidimensional/";"Arvore1";3;5;6;759,248;739,68;1,96;22,837;736,411;782,085;260,54;216,462;245,33;277,775;562,789;438,998;-0,666;-1,3;-0,648;-0,025;61,596;0,286;0,834;0,18;0,866;0;0;1,129;0,945;1324,5;0,82
"191";"VazaoIncrementalMultidimensional/";"Arvore1";3;5;7;163,89;174,44;1,96;8,293;155,597;172,183;94,614;110,527;89,091;100,873;562,789;438,998;0,981;0,964;-0,053;-0,698;20,862;0,224;0,972;-0,19;0,858;0;0;0,673;0,41;1253;0,994
"192";"VazaoIncrementalMultidimensional/";"Arvore1";3;5;8;37,468;40,36;1,96;2,044;35,424;39,512;23,321;27,027;21,959;24,864;562,789;438,998;1,157;1,008;0,144;-0,681;5,272;0,176;0,999;-0,213;0,841;0;0;0,68;0,42;1225,5;0,941
"193";"VazaoIncrementalMultidimensional/";"Arvore1";3;5;9;15,144;16,68;1,96;1,009;14,135;16,153;11,506;13,044;10,835;12,268;562,789;438,998;1,305;0,967;0,232;-0,749;2,428;0,18;0,998;-0,235;0,826;0;0;0,703;0,45;1259;0,979
"194";"VazaoIncrementalMultidimensional/";"Arvore1";3;5;10;43,586;47,4;1,96;2,535;41,051;46,121;28,916;33,792;27,228;30,828;562,789;438,998;1,238;1,044;0,224;-0,666;6,382;0,18;0,998;-0,225;0,833;0;0;0,667;0,402;1245,5;0,99
"195";"VazaoIncrementalMultidimensional/";"Arvore1";3;5;11;98,15;105,36;1,96;4,936;93,214;103,086;56,312;68,162;53,025;60,037;562,789;438,998;1,019;1,001;0,104;-0,662;14,358;0,194;0,994;-0,211;0,843;0;0;0,625;0,346;1311;0,852
